label,embedding
1,2.1164646:1.0614555:0.0:8.352307:0.0:0.0:0.0:9.696647:0.0:0.0:0.0:0.0:0.0:0.0:8.592689:0.0:0.0:0.0:0.0:0.0:6.620699:3.1869154:0.0:0.0:0.0:3.5219407:0.0:0.0:7.2735186:6.5733953:1.2512672:7.3346753:0.0:0.0:0.0:3.267667:0.0:3.0828433:0.0:0.0:0.0:0.0:10.659364:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.527514:0.0:0.0:0.0:0.0:13.3262415:0.0:0.0:0.0:0.0:0.0:0.0:4.298068:0.0:0.0:3.1313124:2.8363166:0.4065472:8.341422:3.480989:7.8454776:0.0:0.0:1.331412:0.0:0.0:5.0815244:0.0:3.9466093:7.090415:0.0:0.0:0.0:5.5597286:8.577591:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.165611:0.0:0.0:9.601866:3.3168025:0.0:0.0:4.544503:0.0:0.0:0.0:8.341618:0.0:5.986983:0.0:0.0:0.0:0.0:3.000317:0.0:0.0:0.0:0.0:2.3859587:5.828723:0.0:0.0:5.1773686:2.8657875:0.0:0.0:0.0:4.2219515:13.195127:18.160393:0.5358876:0.0:0.70121187:0.0:4.6692634:5.7096868:2.6503816:0.0:0.0:0.0:0.0:9.8581915:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:8.730117:2.3331223:0.0:0.0:0.0:0.0:8.371239:0.0:0.0:0.0:0.0:14.752367:0.0:5.4912767:4.938127:4.7240553:0.0:9.582826:0.0:0.0:0.0:3.212672:0.0:13.494706:14.30065:0.0:0.0:0.0:0.0:12.323289:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.2899134:0.0:0.0:2.620188
1,0.18335629:0.0:0.0:5.6549077:0.0:0.0:0.0:8.609902:0.0:0.0:0.0:0.0:0.0:0.0:5.74287:0.0:0.0:0.0:0.0:0.06960911:4.2402716:1.5865948:0.0:0.0:0.018445732:3.6739194:0.0:0.0:5.510922:4.399858:0.18266605:4.592258:0.0:0.0:0.0:1.2316296:0.0:3.3862453:0.0:0.3086108:0.0:0.0:8.911503:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.1659346:0.0:0.0:0.0:0.0:9.944:0.0:0.0:0.0:0.0:0.0:0.24433677:3.5447192:0.0:0.0:2.4028358:1.6655728:2.6514611:5.345448:3.9494877:5.02472:0.0:0.97077614:1.354462:0.0:0.0:3.2134132:0.0:3.5506232:6.23666:0.53173333:0.0:0.0:4.7975264:6.7776427:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.0820785:0.0:0.0:9.047486:1.7741702:0.0:0.0:0.0:0.0:0.0:0.0:9.326054:0.0:0.0:0.0:0.0:0.0:0.0:2.2805243:0.0:0.0:0.0:0.09848235:1.0725684:6.414844:5.0302353:0.0:9.028535:0.43571052:0.2673241:0.0:0.0:4.3267913:9.734274:7.054469:2.609228:0.0:0.0:0.0:4.3175654:3.0471742:0.0:0.0:0.0:0.0:0.0:2.5183127:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.54225045:0.0:4.9779906:0.0:0.0:0.0:0.0:0.0:3.9404507:0.0:0.0:0.0:0.0:7.153627:6.65805:9.78106:0.0:5.639375:0.0:0.0:0.0:2.9265077:0.0:5.339513:4.830279:5.181832:7.6308627:0.0:0.0:0.0:0.0:8.692396:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.7518525:0.0:0.0:2.9411898
1,4.2112293:0.6695795:0.0:8.8113165:0.0:0.0:0.0:5.306253:0.0:0.0:0.0:0.0:0.0:0.0:7.092346:0.0:0.0:0.0:0.0:0.0:5.549363:3.357762:0.0:0.19250788:0.0:0.0:0.0:0.0:6.306838:5.2715526:3.1404507:7.684967:0.0:0.0:0.0:3.276173:0.0:0.0:0.0:0.0:0.0:0.0:5.2435784:2.4755542:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:8.490821:0.0:0.0:0.0:0.0:0.0:0.0:2.720985:0.0:0.0:4.7023854:3.6276338:0.0:4.3329296:1.8495102:10.045552:0.0:0.0:0.0:0.0:0.0:4.7744765:0.5765954:2.090164:4.043432:0.0:0.0:0.0:5.341895:6.629445:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.079085:0.0:0.0:4.4938354:0.895579:0.0:0.0:6.9679294:0.0:0.4369724:0.0:9.625782:0.0:0.0:0.0:0.0:0.0:0.0:0.8545912:0.0:0.0:0.0:0.016452113:1.0616374:5.439403:3.5253234:0.0:0.572785:0.0:4.4181466:0.0:0.0:8.007844:9.47526:2.7385595:9.719854:0.0:0.0:0.0:5.5890565:0.0:0.0:0.0:0.0:0.0:0.0:7.072133:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.7924805:0.0:0.0:0.0:0.0:0.0:2.45965:8.639853:0.0:0.0:0.0:0.0:0.0:2.2713318:1.8259609:0.0:0.0:0.0:6.368395:1.3989147:8.973253:4.5917907:5.976777:0.0:1.5139096:0.0:0.69855845:0.0:7.6614475:1.9218769:5.7637377:8.199999:0.0:0.0:0.0:3.7569325:11.936778:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.3057446:0.0:0.0:6.6733985
0,1.4315804:0.0:0.0:3.2371533:0.0:3.0183084:0.0:8.289296:0.0:0.0:0.4981049:0.0:0.0:0.0:3.7135773:0.0:0.0:0.0:0.7126728:1.4251894:5.166026:1.8002083:0.0:0.0:0.0:0.90961254:0.0:0.0:5.8592005:7.306461:6.078641:0.86349297:0.0:0.0:0.0:7.7815094:0.0:0.48128518:0.0:0.0:0.0:0.0:3.1981814:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.3060004:0.0:0.0:0.0:0.0:0.0:0.0:6.869154:0.0:0.0:0.45960942:0.0:0.0:0.0:1.307565:0.0:0.0:0.0:1.7702112:2.0387204:7.2440724:1.2972606:4.748519:0.0:0.46237472:0.0:0.0:0.0:4.8968577:0.35127437:1.848298:3.6813443:0.0:0.0:0.0:4.4585123:9.55118:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.8331153:0.0:0.0:0.0:0.0:0.0:0.0:0.61592394:0.0:1.5024195:0.013427099:5.83777:0.0:2.1273944:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.8563752:2.4865582:5.303433:0.0:7.413397:1.0489057:1.7387878:0.0:0.0:4.0280504:10.5806:9.712404:1.0267788:0.0:0.0:0.0:8.844526:3.626575:0.0:0.0:0.0:0.0:0.0:5.062795:0.0:0.0:0.0:0.0:0.0:2.4246087:0.0:1.1444291:0.0:0.0:0.0:0.0:0.0:0.0:5.935305:0.0:0.0:0.0:0.0:0.0:2.9686167:0.0:0.0:0.0:0.0:6.7881703:3.5314977:8.2960825:2.7093277:4.1700907:0.0:1.5999892:0.0:4.069577:0.0:5.1442294:4.650234:3.8030572:8.002464:0.0:0.0:0.0:0.0:8.069084:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.7556717:0.0:0.0:2.326708
3,0.0:0.0:0.0:3.8935711:0.0:0.0:0.0:15.034865:0.0:1.8925035:0.0:0.0:0.0:0.0:11.835188:0.0:0.0:0.0:4.931645:4.461183:6.884144:0.0023039244:4.535924:1.5349842:0.0:0.76858044:0.0:0.0:11.550905:16.710468:15.871869:4.5697174:0.0:0.0:0.0:17.12081:0.0:0.0:0.0:0.0:0.0:0.0:5.927771:2.3959086:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:12.234547:0.0:0.0:4.4939027:0.0:0.0:0.0:0.0:0.0:0.0:5.5867176:7.248743:6.6641574:11.384149:5.8375144:13.833805:0.0:1.2657559:4.7146955:2.0870733:0.0:5.53511:0.0:9.601997:7.403023:0.0:0.0:0.0:11.950541:24.620043:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:13.629865:0.0:0.0:0.0:0.0:11.284566:0.0:0.0:0.0:0.0:7.71047:3.59803:0.0:13.0875435:0.0:0.0:0.0:0.0:4.501004:0.0:0.0:0.0:0.9440235:0.0:7.3904276:4.339334:0.0:4.546108:2.012557:1.8490373:0.0:0.0:6.729207:10.22436:11.336217:12.379304:0.0:0.0:0.0:4.1550508:9.10998:0.0:0.0:0.0:0.0:0.0:21.097258:1.5153111:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.6353035:0.0:0.0:10.644221:0.0:0.0:0.0:0.0:0.0:7.660011:2.6785157:0.0:0.0:0.0:17.12559:4.980852:6.779636:0.0:4.8832116:0.0:12.667709:2.071009:0.2975196:0.0:1.5769153:0.0:13.884704:15.658408:0.0:0.0:0.0:2.395373:18.151278:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:10.102781:3.1094441:0.0:6.4856405
1,0.47621882:0.0:0.0:11.80335:0.0:0.0:0.0:5.0087385:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.8099276:3.9301393:7.2629786:0.0:6.823289:1.0250303:4.5054965:0.0:0.0:3.8565223:13.118507:5.3759394:10.613463:0.0:0.0:0.0:3.9383435:0.0:0.0:0.0:0.0:0.0:0.0:4.748573:3.8910751:0.0:0.0:0.0:0.0:0.6690411:0.0:0.0:0.0:0.6981239:0.0:0.0:0.0:0.0:9.693878:0.0:0.0:0.0:0.0:0.0:0.21475697:2.5984285:0.0:0.0:0.0:9.292161:2.743143:10.201449:10.207425:8.552537:0.0:1.0952952:0.0:0.2875286:0.0:9.417161:5.538848:5.2681437:11.020213:0.0:0.0:0.0:0.0:10.754279:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.3002305:0.0:0.0:10.181697:0.0:0.0:0.0:3.6954367:0.0:8.501096:3.1915944:6.389465:0.0:4.1685643:0.49587604:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.4271315:7.6816063:0.0:0.0:6.3398814:0.0:0.72506094:0.0:0.0:5.2431407:10.107819:14.694875:6.9989085:0.0:0.0:0.0:12.448552:1.5836455:0.0:0.0:0.0:0.0:0.0:7.176336:0.0:3.3246431:0.0:0.0:0.0:3.3962896:0.0:1.037905:0.0:0.0:0.0:0.0:0.0:5.145705:0.9508482:0.0:0.0:0.0:0.0:0.0:5.3583508:0.0:0.0:0.0:0.0:9.200864:8.947754:4.602513:4.6074843:3.9442074:0.0:3.0220282:0.0:6.550096:0.0:4.2627864:9.289338:4.6900363:8.8752365:0.0:0.0:0.0:0.0:15.156349:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.633019:6.191683:0.0:0.0
2,6.348264:0.0:0.0:11.506503:0.0:1.1022875:0.0:11.121603:0.0:0.0:0.0:0.0:0.0:0.0:1.7135433:0.0:0.0:0.0:3.2707279:4.242923:5.491658:5.565396:0.0:0.0:2.626401:0.590044:0.0:0.0:7.7189646:18.285412:10.738926:8.991029:0.0:0.0:0.0:9.792264:0.0:0.0:0.0:0.0:0.0:0.0:6.2527127:2.4227984:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:16.305082:0.0:0.0:0.0:0.0:0.0:1.5978993:3.5796983:0.0:0.0:0.0:12.008928:7.4713426:15.349446:6.8776946:9.770146:0.0:3.3784382:0.0:2.6831038:0.0:11.401269:6.020803:10.558467:17.539087:0.0:0.0:0.0:5.957015:16.675869:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:9.069568:0.0:0.0:4.451739:3.0093575:0.0:0.0:9.750143:0.0:0.0:0.0:11.930112:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.35609448:8.564816:5.016184:0.0:12.468598:0.0:4.863234:0.0:0.0:9.884228:18.52129:12.39155:10.890906:0.0:0.0:0.0:5.242222:0.0:0.0:0.0:0.0:0.0:0.0:11.4574:0.0:0.0:0.0:0.0:0.0:4.7492065:0.0:1.894148:0.0:0.0:0.0:0.0:0.0:0.0:14.769805:0.0:0.0:0.0:0.0:0.0:8.187901:3.5430481:0.0:0.0:0.0:14.641176:8.835841:16.235046:10.31003:10.604558:0.0:0.0:0.0:1.8564544:0.0:10.962183:9.566836:7.3917646:16.94933:0.0:0.0:0.0:0.0:11.439005:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.909795:0.0:0.0:10.109527
2,4.0672092:0.0:0.0:13.077156:0.0:0.3471767:0.0:3.6301408:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.9391227:3.2347026:7.3877006:0.0:8.065259:0.0:3.2081497:0.0:0.0:6.1755586:15.415134:7.556115:9.185879:0.0:0.0:0.0:8.286849:0.0:0.0:0.0:0.0:0.0:0.0:6.0630436:5.733232:0.0:0.0:0.0:0.0:5.1102953:0.0:1.325653:0.0:0.0:0.0:0.0:0.0:0.0:14.177583:1.0561488:0.0:0.0:0.0:0.0:0.0:4.2043343:0.0:0.0:1.7563893:8.946879:6.219739:11.185101:10.411588:9.914271:0.0:0.0:0.0:2.155196:0.0:10.743253:8.597656:4.6392426:11.988765:0.0:4.277673:0.0:0.0:9.718288:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.3085608:0.0:0.0:9.607345:0.0:3.8082583:0.0:3.5257738:0.0:0.0:4.994201:5.6553297:0.0:1.4014268:0.0:0.0:0.0:0.0:2.6319494:0.0:0.0:0.0:0.0:0.0:8.221719:6.094525:0.0:3.751018:0.0:2.0738328:0.0:0.0:6.91192:12.157346:6.7734437:16.695782:0.0:0.0:0.0:3.9065814:0.0:2.2562945:0.0:0.0:0.0:0.0:12.935173:0.015484188:0.0:1.479981:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.972322:0.0:1.2117752:13.26918:0.0:0.0:0.0:0.0:0.0:2.0366714:0.0:0.0:0.0:0.0:15.657022:2.685253:5.158807:1.5143378:7.303676:0.0:2.624607:0.0:0.037570458:0.0:4.917936:0.0:6.7006755:11.269405:0.0:0.0:0.0:0.0:16.175528:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.1513:1.9974413:0.0:9.148814
2,0.94174874:0.0:0.0:10.36386:0.0:0.0:0.0:2.6775157:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.1460934:8.580788:0.0:9.672695:0.0:3.1877384:0.0:0.0:4.668106:15.008846:9.233991:8.191284:0.0:0.0:0.0:4.5485606:0.0:0.0:0.0:0.0:0.0:0.0:7.3344817:4.027802:0.0:0.0:0.0:0.0:4.3100395:0.0:0.0:0.0:2.0904102:0.0:0.0:0.0:0.0:12.970497:1.7621486:0.0:0.0:0.0:0.0:0.2105365:3.7287493:0.0:0.0:0.0:9.294632:6.308274:10.488768:8.912986:7.641459:0.0:0.0:0.2610117:4.0416436:0.0:7.009375:6.4211445:3.1474102:13.535449:0.0:3.749098:0.0:0.0:8.553324:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.26079342:0.0:0.0:9.958045:0.0:0.0:0.0:6.879449:0.0:0.0:1.763821:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.9723446:2.6015217:0.0:0.0:8.283821:2.2216744:0.0:0.0:0.0:4.206356:6.67482:7.629792:0.0:0.0:0.0:0.2961909:0.0:0.0:0.0:0.0:0.0:0.0:6.0792747:2.901902:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.1157465:0.0:1.9152114:0.0:0.0:12.36449:0.0:0.0:0.0:0.0:1.166349:1.5750098:0.0:0.0:0.0:0.0:6.249209:2.1563518:0.0:1.5548173:0.0:0.0:0.0:1.290748:1.1843615:0.0:4.182642:2.6866994:0.0:4.052724:0.0:0.0:0.0:2.691766:8.103151:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.5465727
2,3.5925689:0.0:0.0:10.820497:0.0:0.5254656:0.0:8.971113:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.0891137:7.984866:0.0:10.302524:0.0:3.8457043:0.0:0.0:6.079974:13.514821:9.532873:5.1894855:0.0:0.0:0.0:4.016713:0.0:0.0:0.0:0.0:0.0:0.0:8.730495:0.48702833:0.0:0.0:0.0:0.0:6.7090454:0.0:0.65328187:0.0:1.8377132:0.0:0.0:0.0:0.0:11.562661:0.0:0.0:0.0:0.0:0.0:4.3308444:6.064673:0.0:0.0:0.093403205:7.0164113:7.2427278:14.818703:9.568649:9.5247965:0.0:0.0:2.6711974:0.9741006:0.0:8.635407:8.394111:3.33542:11.927063:0.0:0.0:0.0:0.0:5.93937:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.8073394:0.0:0.0:10.231044:0.6846483:0.0:0.0:1.1056505:0.0:4.3049088:0.0:13.062539:0.0:2.6961524:0.7759328:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.8715312:0.0:1.424991:2.3916638:0.0:0.0:1.5171924:4.867496:0.0:0.0:5.538741:0.3703584:0.84549147:0.30456522:0.0:0.0:0.0:1.5848479:0.0:0.0:0.0:0.0:0.0:0.0:5.8613276:0.0:1.2639837:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.6738998:0.0:0.0:0.0:0.0:2.6810145:0.0:0.0:1.3990262:0.0:0.0:4.2829556:1.6220345:0.15154713:0.0:0.0:1.0324316:11.975345:10.639082:3.057978:3.0984468:0.0:0.0:1.900199:5.076164:0.0:4.138329:2.3607008:2.4071069:5.176956:0.0:0.0:0.19455622:2.1851227:1.4634229:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:9.757074:0.0:0.0:7.488381
1,5.4094915:0.0:0.0:11.34697:0.0:4.5117354:0.0:12.964362:0.0:0.0:0.0:0.0:0.0:0.0:6.0373054:0.0:0.0:0.0:2.1746619:0.0:6.857462:8.495629:0.0:8.15442:0.0:4.00391:0.0:0.0:9.862064:8.9518585:4.001964:0.944693:0.0:0.0:0.0:4.214198:0.0:0.0:0.0:0.0:0.0:0.7622957:1.1751738:0.0:0.0:0.0:0.0:0.0:1.5738926:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.344735:0.0:0.0:2.695161:0.0:0.0:0.0:5.0084586:0.0:0.0:0.8978189:1.1968887:7.6072326:10.526548:3.9494936:12.997622:0.0:0.0:0.0:0.70374227:0.0:7.662944:11.410256:6.1570125:8.097041:0.0:0.0:1.3992926:4.721265:4.3813334:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:8.554757:0.0:0.0:6.7665153:0.0:6.238579:0.0:0.0:0.0:0.0:0.30635878:6.7839074:0.0:4.3422785:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.0082839:6.622266:6.811261:1.7896926:0.0:14.099498:2.2428107:0.0:0.0:0.0:1.5938033:8.733652:9.651873:10.260602:0.0:0.0:0.0:0.0:6.532597:0.0:0.0:0.0:0.0:0.0:15.847161:0.7941704:2.664402:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.8320045:0.0:0.0:0.0:0.0:0.0:6.136888:1.778867:0.0:0.0:0.0:15.469777:7.4851675:5.125754:1.4090302:4.1726522:0.0:10.322654:0.0:0.0:0.0:3.0316412:1.5779856:13.809276:17.045343:0.0:0.0:0.0:0.0:15.302682:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.5369563:1.4178594:0.0:6.034563
1,0.0:0.0:0.0:7.3771005:0.0:0.0:0.0:5.466527:0.0:3.3100119:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.457248:2.583233:3.0328927:0.0:4.223595:1.5576984:0.0:0.0:0.0:4.2766585:13.210087:7.7625246:8.439658:0.0:0.0:0.0:9.651312:0.0:1.0885875:0.0:0.0:0.0:0.0:9.348061:5.3405247:0.0:0.0:0.0:0.0:2.5622876:0.0:0.0:0.0:1.0557935:0.0:0.0:0.0:0.0:16.399498:0.8409008:0.0:0.06779373:0.0:0.0:0.021968614:0.65566164:0.0:0.0:0.0:9.513631:7.304645:8.432788:8.002295:7.584864:0.0:3.5280433:0.8669802:1.1078736:0.0:7.899179:1.5204123:5.944199:13.033878:0.0:1.2647948:0.0:0.0:12.514198:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.5288284:0.0:0.0:7.3890543:0.0:0.0:0.0:0.0:0.0:0.0:0.0:8.8516:0.0:5.5596895:2.5120053:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.7741882:1.8691319:6.325391:0.0:0.0:9.148232:0.0:0.96025604:0.0:0.0:3.275601:5.717022:11.47051:4.7092505:0.0:0.0:0.0:2.4420853:5.0355225:0.0:0.0:0.0:0.0:0.0:11.813327:0.0:2.999582:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.3473434:0.0:0.0:0.0:0.0:2.7838657:0.0:0.0:0.0:0.0:0.0:10.136615:0.0:0.0:0.0:0.0:12.58345:9.790264:6.987661:4.3694944:1.7783072:0.0:9.378197:0.0:1.5658599:0.0:1.8746858:2.1082423:6.811668:13.131879:0.0:0.0:0.0:0.0:9.0839615:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.849626:4.5781684:0.0:3.6507053
1,2.2068534:0.0:0.0:8.586798:0.0:0.0:0.0:5.516361:0.0:0.0:0.0:0.0:0.0:0.0:3.0869937:0.0:0.0:0.0:0.0:0.0:3.2565904:6.3859878:0.0:4.6628084:0.0:3.7135499:0.0:0.0:4.576664:4.6037006:1.5579208:3.7217805:0.0:0.0:0.0:0.9561721:0.0:0.0:0.0:0.59908044:0.0:0.0:5.418129:0.0:0.0:0.0:0.0:0.0:2.7154467:0.0:1.2251759:0.0:0.2973748:0.0:0.0:0.0:0.0:5.929599:0.0:0.0:0.0:0.0:0.0:0.4396596:4.190477:0.0:0.0:1.6797585:0.009277959:2.9865885:7.5367427:2.9373126:7.471379:0.0:0.0:2.8859584:0.0:0.0:4.7175303:4.4630694:0.71867716:3.526147:0.0:0.0:0.23547433:2.1280527:1.8255454:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.164996:0.0:0.0:6.6826:0.0:5.393847:0.0:0.0:0.0:0.0:0.0:7.2820883:0.0:4.018804:0.0:0.0:0.0:0.0:0.0:0.3471281:0.0:0.0:2.8310714:6.563268:7.2317257:1.4538978:0.0:15.403249:1.2088369:0.0:0.0:0.0:1.5162371:9.6416645:10.301189:12.126224:0.0:0.0:0.0:0.0:6.9907627:0.0:0.0:0.0:0.0:0.0:17.520863:1.3721889:4.6209536:0.0:0.0:0.0:0.10454753:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.5301368:0.0:0.0:0.0:0.0:0.0:9.3544235:0.5427775:0.0:0.0:0.0:18.051361:11.49267:4.958424:1.8742664:3.1798549:0.0:11.908955:0.0:0.0:0.0:4.360365:0.806351:11.417777:17.812881:0.0:0.0:0.0:0.0:15.467084:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.3226042:5.1785583:0.0:7.7655363
1,4.521139:0.0:0.0:6.528169:0.0:1.6986098:0.0:10.095916:0.0:0.0:0.0:0.0:0.0:0.0:6.1927495:0.0:0.0:0.0:0.0:0.0:8.878868:9.087534:0.0:11.501906:0.0:6.299387:0.0:0.0:9.7240305:11.847843:12.386143:4.0538692:0.0:0.0:0.0:9.161748:0.0:0.0:0.0:0.0:0.0:0.08710552:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.1298327:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.3254389:2.0225089:3.2734966:12.327447:2.499066:13.437265:0.0:0.0:0.0:0.0:0.0:10.044932:11.229467:4.269308:3.6868083:0.0:0.0:0.0:1.0565666:13.248363:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:9.056838:0.0:0.0:1.4137818:0.0:4.38962:0.0:0.14541805:0.0:0.0:1.5134434:7.193136:0.0:6.6009693:0.0:0.0:0.0:0.0:3.0266752:0.0:0.0:0.0:0.1460933:1.2069933:6.502068:1.1040531:0.0:6.3047004:2.3378706:0.5915951:0.0:0.0:3.5136695:8.014737:6.3185997:7.925035:0.0:0.0:0.0:0.9427988:1.648894:1.1067992:0.0:0.0:0.0:0.0:12.92674:0.26641035:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.99699366:0.0:1.9850426:0.0:0.0:9.807498:0.0:0.0:0.0:0.0:0.0:1.2890005:1.5259418:0.0:0.0:0.0:10.5105295:4.021543:5.450955:2.4891567:1.5185527:0.0:8.565902:0.0:2.232374:0.0:0.5452414:0.0:10.089254:13.2917595:0.0:0.0:0.0:1.3635002:11.839669:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.5349183:1.6832721:0.0:7.3861527
3,5.626239:2.9449122:0.0:1.6955919:0.0:0.0:0.0:11.526173:0.0:0.0:0.0:0.0:0.0:0.0:12.245263:0.0:0.0:0.0:4.258153:0.0:9.542739:3.0873752:0.0:1.110197:0.0:0.0:0.0:0.0:9.379385:7.7255235:11.774022:3.7185426:0.0:0.0:0.0:7.2168326:0.0:0.0:0.0:0.0:0.0:0.0:3.9537947:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:9.406339:0.0:0.0:4.0588474:0.0:0.0:0.0:0.0:0.0:0.0:3.015417:4.47619:0.56519926:10.74384:0.0:10.322145:0.0:0.0:0.56271136:0.0:0.0:3.801335:0.79495585:4.032099:4.2632456:0.0:0.0:0.0:7.018215:10.628725:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.5563807:0.0:0.0:0.0:0.0:6.4996986:0.0:0.0:0.0:0.0:0.7511593:3.74422:0.0:1.9756811:0.0:0.0:0.0:0.0:3.387695:0.0:0.0:0.0:0.0:3.0413032:6.3176813:2.2845886:0.0:6.423516:1.3004111:0.0:0.0:0.0:0.0:7.590757:8.088165:6.9228935:0.0:0.6719677:0.0:1.4103343:2.4260545:0.0:0.0:0.0:0.0:0.0:10.879661:1.1528815:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:8.8720665:0.0:0.0:0.0:0.0:0.0:0.16027269:0.0:0.0:0.0:0.0:12.537135:2.8000352:2.9844584:0.6960124:2.6995728:0.0:7.8977227:0.0:0.0:0.0:0.0:0.0:10.078807:13.648828:0.0:0.0:0.0:0.0:9.732601:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.1251328:0.1095396:0.0:5.241944
